School,Gender,Age,Address,Family_Size,Parental_Status,Mother_Education,Father_Education,Mother_Job,Father_Job,Reason_for_Choosing_School,Guardian,Travel_Time,Study_Time,Number_of_Failures,School_Support,Family_Support,Extra_Paid_Class,Extra_Curricular_Activities,Attended_Nursery,Wants_Higher_Education,Internet_Access,In_Relationship,Family_Relationship,Free_Time,Going_Out,Weekend_Alcohol_Consumption,Weekday_Alcohol_Consumption,Health_Status,Number_of_Absences,Grade_1,Grade_2,Final_Grade,Dropped_Out
School B,Other,17,Rural,8,Apart,None,Secondary,Education,Technology,Other,Other,30,2,0,Yes,Yes,Yes,No,Yes,No,No,No,Very Bad,1,2,None,Medium,Excellent,1,12,18,16,No
School B,Other,13,Rural,8,Together,None,None,Business,Healthcare,Reputation,Other,56,8,0,No,Yes,Yes,No,No,No,No,No,Excellent,1,2,High,High,Bad,7,15,14,13,No
School C,Other,14,Urban,5,Apart,Higher,Secondary,Unemployed,Healthcare,Course,Mother,27,1,0,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Excellent,4,4,Low,None,Very Bad,1,15,11,17,Yes
School A,Female,17,Rural,1,Together,Secondary,Secondary,Education,Unemployed,Other,Father,10,5,0,No,Yes,No,Yes,No,No,Yes,No,Very Bad,3,,Medium,Low,Good,2,9,16,4,No
School C,Female,15,Urban,,Together,None,None,Education,Healthcare,Course,Father,6,4,0,No,Yes,No,Yes,Yes,Yes,No,No,Good,4,1,Medium,Very High,Excellent,8,10,15,11,No
School B,Other,12,Rural,5,Together,Higher,Secondary,Technology,Service,Reputation,Other,29,5,0,No,Yes,Yes,No,Yes,Yes,No,No,Bad,2,5,None,Medium,Neutral,1,14,13,17,No
School A,Female,14,Suburban,7,Together,Secondary,Primary,Business,Technology,Home,Other,29,1,0,Yes,Yes,Yes,No,No,Yes,No,No,Good,3,2,Medium,None,Excellent,6,17,17,17,No
School D,Male,13,Urban,4,Together,None,Secondary,Education,Education,Reputation,Father,5,1,0,No,No,Yes,No,Yes,No,Yes,Yes,Good,3,,Low,None,Good,0,14,15,18,No
School B,Female,15,Suburban,4,Together,Higher,Higher,Education,Technology,Reputation,Mother,11,3,0,No,Yes,No,Yes,Yes,No,Yes,No,Very Bad,,2,High,Very High,Very Bad,1,15,15,18,No
School A,Male,13,Suburban,8,Together,Primary,Primary,Unemployed,Education,Reputation,Mother,45,4,0,No,No,No,Yes,Yes,No,No,No,Good,2,2,Medium,Very High,Excellent,1,13,14,13,No
School C,Male,,Urban,6,Together,Secondary,Secondary,Healthcare,Business,Reputation,Other,18,9,0,No,No,Yes,No,No,Yes,Yes,No,Very Bad,4,5,None,None,Very Bad,0,12,19,18,No
School A,Female,16,Rural,4,Apart,Primary,Secondary,Business,Education,Other,Mother,,8,0,Yes,No,No,Yes,No,No,Yes,No,Bad,3,5,High,None,Excellent,4,,,11,No
School B,Female,18,Suburban,3,Apart,Primary,Primary,Unemployed,Technology,Reputation,Other,5,11,0,Yes,No,No,No,No,Yes,Yes,No,Very Bad,2,5,Very High,None,Neutral,5,15,17,13,Yes
School B,Other,15,Rural,8,Apart,Primary,Higher,Unemployed,Service,Course,Mother,5,3,0,Yes,Yes,Yes,Yes,No,Yes,No,No,Neutral,3,4,Medium,Medium,Neutral,1,14,8,15,No
School D,Female,15,Rural,4,Together,Higher,Higher,Service,Technology,Reputation,Other,9,1,1,No,Yes,No,No,No,Yes,No,No,Neutral,1,3,Low,High,Good,6,18,16,16,No
School C,Female,16,Rural,5,Apart,Primary,None,Technology,Healthcare,Other,Father,140,4,0,No,Yes,No,No,Yes,Yes,Yes,Yes,Good,2,4,Low,High,Bad,1,10,7,12,No
School C,Other,20,Rural,8,Apart,None,Primary,Technology,Unemployed,Other,Mother,3,6,0,Yes,Yes,Yes,Yes,No,No,No,No,Neutral,5,3,High,Medium,Good,6,11,18,14,No
School D,Female,18,Urban,3,Together,Secondary,Higher,Healthcare,Healthcare,Home,Other,31,0,0,No,No,Yes,No,No,Yes,No,No,Good,3,4,High,Medium,Good,4,12,15,16,No
School C,Female,18,Suburban,1,Together,Higher,None,Healthcare,Service,Home,Mother,33,4,0,Yes,No,Yes,Yes,No,No,Yes,Yes,Bad,1,3,Low,None,Excellent,1,17,,12,No
School B,Female,15,Rural,7,Together,Secondary,Primary,Healthcare,Technology,Home,Father,43,,0,No,Yes,Yes,Yes,No,Yes,No,Yes,Excellent,4,4,Very High,Very High,Bad,2,16,12,14,No
School C,Female,18,Rural,1,Apart,Secondary,None,Service,Education,Course,Mother,21,1,0,No,Yes,Yes,No,No,Yes,No,Yes,Very Bad,2,,High,None,Neutral,2,13,12,15,No
School D,Other,14,Suburban,8,Together,Secondary,Secondary,Technology,Service,Course,Mother,56,5,1,No,Yes,Yes,Yes,No,No,Yes,Yes,Excellent,1,3,High,High,Good,3,8,16,6,No
School B,Male,16,Suburban,2,Apart,None,None,Healthcare,Business,Home,Father,52,7,0,No,Yes,Yes,Yes,No,No,No,No,Good,5,4,Very High,None,Bad,0,14,13,16,Yes
School A,Other,16,Urban,2,Apart,Secondary,None,Unemployed,Education,Other,Father,50,0,0,No,Yes,Yes,No,Yes,Yes,No,No,Good,2,4,None,High,Neutral,3,9,16,10,No
School D,Male,15,Rural,7,Together,None,Higher,Education,Education,Home,Other,44,1,0,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Good,3,1,Very High,Medium,Neutral,0,11,14,17,No
School A,Other,14,Suburban,,Apart,Secondary,None,Service,Technology,Course,Mother,5,6,0,No,Yes,No,Yes,No,Yes,No,Yes,Bad,3,1,None,High,Excellent,4,15,15,13,No
School D,Female,16,Suburban,7,Together,Primary,None,Technology,Business,Home,Other,51,1,0,No,Yes,No,No,Yes,No,Yes,No,Bad,1,3,High,Low,Very Bad,2,11,19,16,No
School D,Male,16,Rural,2,Together,None,None,Unemployed,Service,Course,Other,,1,0,Yes,Yes,No,Yes,Yes,No,No,Yes,Neutral,3,3,None,Very High,Good,8,18,12,12,No
School A,Female,15,Urban,5,Together,Secondary,Secondary,Service,Unemployed,Other,Mother,21,9,0,No,Yes,Yes,Yes,No,No,Yes,No,Good,,3,Low,Low,Excellent,2,16,3,15,No
School A,Other,16,Urban,,Apart,Higher,Higher,Business,Unemployed,Other,Father,48,2,1,Yes,No,No,Yes,Yes,No,No,Yes,Excellent,3,2,Medium,Very High,Excellent,0,19,12,16,No
School C,Female,15,Rural,1,Apart,Higher,Higher,Business,Business,Home,Father,22,8,0,No,Yes,No,No,No,Yes,Yes,Yes,Very Bad,5,1,High,None,Excellent,2,17,6,7,No
School C,Female,17,Suburban,1,Together,Higher,None,Education,Service,Other,Other,4,5,0,Yes,No,Yes,No,No,No,No,Yes,Good,1,3,High,Low,Very Bad,2,16,9,10,No
School A,Other,16,Rural,2,Together,Higher,Primary,Business,Business,Reputation,Other,32,7,0,Yes,No,Yes,Yes,No,No,No,Yes,Neutral,1,3,Low,Very High,Excellent,6,,11,12,No
School D,Other,17,Suburban,,Apart,Secondary,Higher,Education,Unemployed,Reputation,Other,10,1,0,Yes,Yes,No,Yes,Yes,Yes,No,No,Excellent,1,5,None,Low,Neutral,0,15,19,15,No
School B,Other,15,Suburban,2,Together,None,None,Technology,Technology,Other,Other,35,5,3,No,Yes,No,No,No,Yes,Yes,No,Bad,2,2,High,Medium,Good,3,19,18,15,No
School A,Female,15,Rural,2,Together,None,Secondary,Unemployed,Business,Reputation,Other,3,6,0,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Bad,3,5,Very High,Low,Excellent,0,7,15,15,No
School C,Other,13,Rural,7,Apart,None,Primary,Healthcare,Unemployed,Other,Father,17,1,1,No,No,No,No,No,No,Yes,Yes,Bad,4,2,Low,Low,Very Bad,0,11,16,10,No
School A,Male,16,Rural,1,Together,None,Secondary,Service,Business,Home,Mother,17,3,0,Yes,No,No,Yes,Yes,No,Yes,No,Very Bad,3,1,None,None,Excellent,6,12,13,14,No
School C,Male,16,Suburban,1,Together,None,None,Unemployed,Healthcare,Course,Father,4,4,0,No,No,Yes,No,No,No,Yes,No,Neutral,2,4,Low,Medium,Neutral,0,15,18,11,No
School B,Other,15,Suburban,8,Together,Primary,Secondary,Service,Service,Course,Other,15,3,0,Yes,Yes,No,No,No,Yes,Yes,Yes,Neutral,1,2,Medium,High,Excellent,0,12,15,12,No
School B,Other,18,Urban,3,Apart,Secondary,Primary,Education,Technology,Reputation,Other,2,1,0,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Very Bad,2,4,Medium,Medium,Very Bad,1,16,14,18,No
School C,Other,14,Urban,7,Apart,Higher,Primary,Unemployed,Service,Other,Mother,1,13,0,Yes,No,No,Yes,No,Yes,No,No,Excellent,4,1,Very High,Medium,Very Bad,6,18,15,12,No
School D,Male,17,Rural,4,Apart,Primary,None,Business,Technology,Course,Mother,46,0,0,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Neutral,2,5,Low,Low,Very Bad,0,13,16,12,No
School A,Other,16,Suburban,3,Together,None,Secondary,Business,Unemployed,Course,Father,0,2,0,Yes,Yes,Yes,Yes,Yes,No,No,No,Bad,2,,Very High,Medium,Very Bad,3,7,15,6,No
School B,Female,16,Urban,1,Together,Higher,Higher,Healthcare,Service,Reputation,Other,0,3,0,No,No,No,No,No,No,Yes,No,Excellent,2,4,Very High,Low,Neutral,5,4,12,14,Yes
School D,Female,17,Suburban,,Together,None,None,Healthcare,Healthcare,Home,Other,19,9,0,Yes,No,Yes,No,No,No,No,Yes,Bad,5,5,Medium,Very High,Neutral,2,14,15,15,No
School B,Male,15,Urban,5,Apart,Primary,Secondary,Service,Technology,Home,Father,108,6,0,No,Yes,No,Yes,No,No,No,Yes,Good,4,2,Low,Very High,Bad,3,18,16,16,No
School A,Male,16,Suburban,8,Apart,None,Primary,Technology,Technology,Reputation,Other,17,,0,Yes,No,No,Yes,Yes,No,Yes,No,Very Bad,1,,Low,High,Excellent,2,15,16,4,No
School A,Male,18,Rural,4,Together,Secondary,Secondary,Technology,Healthcare,Reputation,Other,21,3,0,Yes,No,No,Yes,Yes,Yes,Yes,No,Bad,3,1,Medium,Medium,Very Bad,2,18,7,16,No
School A,Other,15,Rural,6,Together,None,Primary,Healthcare,Unemployed,Reputation,Father,33,2,0,No,No,Yes,No,Yes,Yes,No,Yes,Good,1,1,High,High,Neutral,2,14,16,17,No
School B,Male,16,Rural,6,Apart,Secondary,Secondary,Education,Unemployed,Reputation,Other,12,8,0,Yes,Yes,No,No,Yes,No,Yes,No,Excellent,3,,Medium,High,Good,1,16,17,16,No
School B,Other,18,Urban,4,Together,Primary,Secondary,Unemployed,Business,Home,Mother,76,2,0,Yes,Yes,No,Yes,Yes,Yes,No,No,Good,4,5,Very High,None,Excellent,4,15,18,15,No
School C,Other,15,Suburban,5,Together,None,Higher,Technology,Technology,Other,Father,1,6,0,No,Yes,No,Yes,No,No,No,No,Neutral,1,1,High,Medium,Excellent,0,10,12,12,No
School C,Female,16,Urban,1,Together,Primary,Primary,Business,Unemployed,Other,Father,0,3,0,No,Yes,Yes,Yes,No,No,Yes,Yes,Good,3,1,High,Low,Very Bad,1,15,13,7,Yes
School D,Male,18,Urban,2,Apart,None,Secondary,Technology,Unemployed,Home,Other,19,1,0,No,No,No,Yes,Yes,No,Yes,Yes,Neutral,5,3,Low,Low,Very Bad,2,9,11,8,No
School C,Other,17,Rural,6,Apart,Primary,Higher,Technology,Education,Course,Father,4,1,1,Yes,Yes,No,No,No,No,Yes,Yes,Bad,3,4,Medium,None,Neutral,11,16,11,10,No
School C,Female,16,Urban,6,Apart,None,Primary,Business,Technology,Home,Other,34,4,0,No,No,Yes,No,Yes,No,Yes,Yes,Very Bad,,3,Low,High,Neutral,0,17,14,16,No
School D,Other,15,Urban,7,Apart,Primary,Secondary,Service,Healthcare,Other,Father,20,2,0,No,No,No,Yes,Yes,No,Yes,Yes,Bad,3,5,Low,Very High,Neutral,5,16,18,9,No
School D,Male,16,Suburban,7,Apart,None,Secondary,Business,Unemployed,Home,Other,1,3,0,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Neutral,1,4,Low,High,Very Bad,5,15,18,13,No
School C,Other,14,Urban,7,Apart,Primary,None,Unemployed,Unemployed,Other,Mother,4,6,0,No,No,Yes,No,No,Yes,Yes,Yes,Very Bad,5,5,High,Medium,Very Bad,1,12,14,14,No
School C,Female,,Suburban,,Together,Secondary,None,Service,Healthcare,Home,Other,6,2,0,Yes,No,No,Yes,Yes,No,Yes,No,Neutral,3,1,None,Very High,Excellent,3,13,18,17,No
School C,Other,14,Urban,8,Apart,Higher,Higher,Technology,Education,Home,Father,15,6,0,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Good,2,3,Very High,High,Bad,0,12,13,17,No
School A,Male,17,Urban,8,Together,None,Higher,Education,Business,Reputation,Other,25,3,0,Yes,Yes,No,No,No,Yes,Yes,No,Very Bad,5,2,None,Low,Neutral,0,15,16,16,No
School C,Female,17,Urban,3,Together,None,Primary,Business,Business,Reputation,Father,3,6,1,No,No,Yes,Yes,Yes,No,Yes,Yes,Excellent,,2,Medium,High,Good,0,6,18,,Yes
School D,Male,15,Rural,5,Apart,Primary,Primary,Healthcare,Healthcare,Course,Other,25,1,0,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Good,5,4,High,Very High,Neutral,0,15,15,17,No
School B,Other,14,Urban,8,Apart,Primary,Higher,Unemployed,Service,Course,Other,2,4,0,No,Yes,No,Yes,Yes,Yes,No,Yes,Excellent,5,2,Low,Medium,Excellent,1,16,14,18,No
School B,Female,15,Urban,8,Apart,None,Primary,Healthcare,Service,Course,Other,3,2,0,No,Yes,No,No,No,No,Yes,Yes,Very Bad,,4,Medium,Medium,Excellent,1,,18,16,No
School D,Other,15,Rural,,Together,Primary,Primary,Healthcare,Service,Home,Other,24,2,0,No,No,Yes,No,Yes,Yes,No,No,Neutral,2,2,Very High,Very High,Very Bad,0,18,15,12,No
School D,Female,15,Rural,2,Apart,Secondary,Secondary,Service,Technology,Course,Father,26,4,0,No,Yes,No,No,Yes,Yes,Yes,Yes,Very Bad,2,1,Low,High,Bad,0,14,16,16,No
School B,Other,15,Urban,4,Together,Primary,None,Technology,Service,Home,Other,37,1,0,Yes,Yes,Yes,No,Yes,No,No,No,Excellent,4,5,High,Very High,Good,0,13,19,16,No
School D,Female,19,Suburban,5,Together,Higher,Higher,Education,Technology,Course,Mother,1,12,0,No,No,No,No,Yes,No,Yes,No,Excellent,2,1,Low,Low,Good,7,10,14,10,No
School B,Female,17,Rural,2,Together,Secondary,Higher,Healthcare,Business,Home,Other,13,4,0,Yes,Yes,No,Yes,No,Yes,No,No,Neutral,4,1,None,Low,Bad,3,16,12,15,No
School B,Male,15,Urban,2,Together,None,Higher,Service,Technology,Other,Father,9,5,0,Yes,No,No,No,Yes,Yes,No,Yes,Excellent,4,5,High,None,Very Bad,1,16,9,14,No
School C,Male,14,Urban,2,Apart,Primary,None,Business,Healthcare,Home,Father,3,4,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Neutral,4,4,Medium,Low,Bad,0,,18,9,No
School C,Other,14,Suburban,6,Apart,None,Secondary,Healthcare,Business,Home,Other,16,2,1,No,Yes,No,Yes,No,No,No,Yes,Good,2,4,Low,Medium,Very Bad,5,12,,17,No
School D,Female,,Suburban,7,Apart,Secondary,Primary,Healthcare,Unemployed,Other,Father,63,1,0,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Excellent,4,,Very High,Low,Excellent,2,15,17,10,No
School B,Female,15,Suburban,1,Together,None,Secondary,Unemployed,Education,Course,Father,36,3,1,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Neutral,5,5,None,Very High,Good,1,19,13,13,No
School D,Other,14,Rural,5,Apart,Secondary,Higher,Business,Healthcare,Home,Other,114,1,0,Yes,No,No,No,No,No,Yes,No,Very Bad,4,3,Medium,High,Very Bad,1,18,9,16,No
School B,Other,17,Suburban,5,Apart,Secondary,Higher,Education,Business,Other,Father,10,1,0,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Good,4,1,Medium,High,Good,5,12,,17,No
School C,Other,17,Urban,1,Apart,Higher,None,Unemployed,Healthcare,Reputation,Mother,1,0,1,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Bad,2,2,None,High,Bad,0,17,10,11,No
School B,Other,15,Rural,6,Together,Primary,Primary,Unemployed,Service,Home,Father,13,8,1,Yes,No,No,No,No,No,Yes,Yes,Bad,4,1,Low,High,Excellent,0,14,8,18,Yes
School A,Other,16,Rural,6,Together,Secondary,None,Healthcare,Education,Reputation,Father,44,2,0,Yes,No,No,No,Yes,No,No,Yes,Excellent,4,5,Very High,High,Excellent,4,18,13,16,No
School D,Female,17,Urban,3,Together,Higher,Higher,Unemployed,Unemployed,Other,Father,91,4,0,Yes,Yes,No,Yes,No,No,No,Yes,Good,3,4,Medium,None,Very Bad,4,17,15,14,No
School B,Other,18,Urban,5,Together,Secondary,Secondary,Service,Education,Course,Mother,20,2,0,No,Yes,Yes,No,Yes,Yes,No,Yes,Good,1,3,Low,High,Very Bad,4,13,14,15,No
School D,Male,17,Suburban,7,Apart,None,Higher,Education,Service,Course,Father,9,6,0,No,No,Yes,Yes,Yes,No,No,No,Neutral,4,4,Very High,High,Very Bad,0,7,19,12,No
School D,Female,17,Suburban,2,Together,Higher,Higher,Healthcare,Service,Home,Mother,,,0,No,Yes,Yes,No,No,Yes,Yes,Yes,Excellent,2,5,High,Very High,Bad,7,18,14,14,Yes
School A,Male,17,Urban,,Apart,Higher,Secondary,Business,Technology,Reputation,Other,10,1,1,No,Yes,No,No,No,No,Yes,Yes,Bad,2,2,None,Low,Good,5,13,18,16,No
School A,Other,15,Rural,8,Apart,Higher,Secondary,Healthcare,Technology,Other,Mother,27,9,0,No,Yes,No,Yes,No,Yes,No,Yes,Excellent,2,1,None,None,Very Bad,0,13,15,,No
School D,Male,14,Rural,4,Apart,Higher,Secondary,Healthcare,Service,Home,Mother,10,1,0,No,No,No,No,No,No,Yes,Yes,Neutral,1,1,Low,Very High,Neutral,0,17,18,17,No
School A,Male,16,Suburban,8,Apart,Secondary,None,Technology,Service,Home,Other,15,5,0,No,Yes,Yes,No,No,No,Yes,No,Good,2,2,None,Low,Good,0,6,9,14,No
School A,Other,17,Rural,6,Apart,Primary,Higher,Technology,Education,Course,Other,42,7,0,No,Yes,No,No,Yes,Yes,Yes,No,Good,1,3,Very High,High,Neutral,0,17,13,,No
School A,Male,17,Rural,1,Apart,None,None,Education,Healthcare,Course,Mother,9,1,1,Yes,Yes,Yes,No,No,Yes,Yes,No,Very Bad,2,4,High,Very High,Very Bad,0,,10,12,No
School D,Male,15,Urban,5,Apart,Secondary,Primary,Business,Healthcare,Home,Mother,2,3,0,No,Yes,No,Yes,No,No,Yes,No,Very Bad,2,3,High,Very High,Neutral,1,15,15,6,No
School A,Other,18,Urban,7,Apart,Higher,Secondary,Technology,Technology,Other,Mother,24,4,0,No,Yes,Yes,No,No,No,Yes,No,Good,3,5,Very High,High,Bad,0,15,15,12,No
School B,Female,17,Urban,8,Together,None,Higher,Unemployed,Healthcare,Home,Father,,3,0,No,Yes,Yes,No,Yes,No,Yes,No,Neutral,3,1,Medium,Medium,Excellent,1,16,18,18,No
School B,Other,14,Suburban,1,Together,None,Secondary,Education,Unemployed,Other,Other,23,0,0,No,No,No,No,Yes,Yes,No,No,Bad,4,2,Very High,High,Excellent,0,,,12,No
School C,Other,17,Rural,,Together,Secondary,Higher,Healthcare,Service,Other,Mother,,2,0,No,Yes,No,No,Yes,Yes,Yes,Yes,Excellent,4,2,High,Medium,Neutral,2,14,16,12,No
School D,Female,13,Urban,1,Apart,Secondary,Higher,Healthcare,Healthcare,Other,Other,5,3,0,No,Yes,Yes,Yes,No,Yes,No,No,Good,4,3,Very High,None,Bad,3,16,8,17,No
School B,Female,15,Urban,,Together,Higher,Secondary,Unemployed,Education,Home,Other,1,4,1,Yes,No,Yes,No,No,No,Yes,No,Very Bad,5,2,Low,Medium,Good,3,15,14,10,No
School C,Other,16,Suburban,6,Together,None,Higher,Unemployed,Technology,Reputation,Mother,8,1,0,Yes,Yes,No,No,Yes,Yes,No,No,Good,1,2,High,Medium,Bad,0,14,,13,No
School D,Male,13,Suburban,2,Together,None,Higher,Unemployed,Service,Course,Mother,8,0,0,Yes,Yes,Yes,No,No,Yes,No,No,Neutral,3,4,Low,High,Neutral,4,13,12,15,No
School A,Male,14,Rural,8,Apart,Secondary,Secondary,Technology,Business,Home,Father,12,7,0,Yes,No,Yes,Yes,Yes,Yes,No,No,Excellent,2,4,Very High,Medium,Bad,0,18,12,16,No
School D,Female,16,Urban,6,Apart,Secondary,None,Education,Service,Other,Other,47,,1,Yes,No,Yes,No,No,Yes,Yes,Yes,Neutral,5,3,High,Low,Very Bad,1,18,11,,No
School D,Male,14,Suburban,4,Together,Primary,Higher,Technology,Service,Other,Other,47,4,0,No,Yes,Yes,No,No,No,Yes,No,Good,4,3,None,High,Bad,2,12,13,16,No
School B,Other,13,Rural,1,Together,Secondary,Secondary,Healthcare,Education,Course,Mother,17,5,0,No,No,Yes,No,No,Yes,Yes,No,Good,2,3,None,High,Excellent,6,15,12,17,No
School C,Female,16,Rural,3,Together,Secondary,None,Education,Unemployed,Reputation,Mother,2,3,0,No,Yes,Yes,No,No,No,No,Yes,Neutral,2,1,High,High,Neutral,6,17,8,15,No
School A,Other,16,Suburban,4,Together,None,None,Education,Technology,Reputation,Other,21,1,0,Yes,No,No,Yes,Yes,No,No,No,Very Bad,3,3,Very High,High,Very Bad,0,13,16,16,No
School A,Female,15,Urban,4,Together,Secondary,Higher,Healthcare,Unemployed,Reputation,Mother,19,5,1,Yes,Yes,No,Yes,No,Yes,No,Yes,Excellent,4,4,None,Low,Very Bad,0,13,15,13,No
School D,Male,15,Rural,5,Apart,Secondary,None,Healthcare,Healthcare,Home,Mother,13,5,1,No,Yes,No,Yes,No,No,No,No,Very Bad,3,,Low,Very High,Excellent,16,11,9,17,No
School A,Other,16,Rural,,Apart,Primary,None,Healthcare,Technology,Other,Other,2,1,1,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Excellent,1,2,Very High,Low,Very Bad,17,14,15,9,No
School B,Male,17,Rural,6,Apart,Primary,Higher,Technology,Unemployed,Home,Father,32,6,0,Yes,No,Yes,Yes,Yes,Yes,No,No,Very Bad,5,3,Very High,Very High,Bad,0,15,,17,No
School B,Female,15,Suburban,5,Apart,Primary,None,Technology,Technology,Other,Father,71,4,0,No,No,No,No,Yes,Yes,Yes,Yes,Excellent,,3,None,None,Neutral,0,19,11,8,No
School D,Other,14,Rural,3,Together,Primary,Higher,Unemployed,Technology,Other,Other,2,1,0,No,No,Yes,No,Yes,Yes,No,Yes,Bad,2,4,Low,High,Excellent,1,10,16,18,No
School D,Male,16,Urban,4,Together,Secondary,Primary,Education,Business,Reputation,Mother,66,5,0,No,No,Yes,No,Yes,No,Yes,Yes,Excellent,4,2,High,Very High,Neutral,2,10,18,18,No
School D,Male,15,Urban,6,Together,None,Higher,Technology,Business,Home,Mother,27,0,0,No,No,No,No,No,Yes,Yes,No,Neutral,1,5,None,High,Neutral,7,16,13,15,No
School D,Other,13,Suburban,1,Apart,Secondary,Secondary,Unemployed,Unemployed,Other,Other,0,3,0,No,Yes,No,Yes,No,Yes,No,No,Bad,4,2,High,None,Excellent,2,12,14,16,No
School B,Other,14,Suburban,,Together,Higher,Secondary,Unemployed,Business,Home,Father,11,3,0,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Good,1,4,Very High,High,Excellent,0,13,12,9,No
School C,Other,14,Urban,6,Together,Secondary,None,Education,Education,Course,Father,31,1,0,Yes,No,Yes,Yes,Yes,No,No,Yes,Good,4,3,High,Very High,Very Bad,0,10,13,18,No
School C,Other,,Urban,,Apart,Primary,None,Service,Business,Other,Other,28,1,0,No,No,Yes,No,Yes,Yes,Yes,No,Good,3,1,Medium,Very High,Good,0,12,16,13,No
School A,Other,15,Suburban,6,Together,Primary,Primary,Technology,Unemployed,Home,Mother,52,3,0,Yes,Yes,No,Yes,No,No,Yes,Yes,Neutral,4,2,High,None,Bad,1,11,15,15,No
School A,Male,19,Suburban,2,Together,None,None,Service,Business,Course,Other,7,1,0,No,No,No,No,No,No,Yes,No,Neutral,4,5,Medium,None,Very Bad,6,10,14,13,No
School D,Other,15,Suburban,1,Together,Primary,Secondary,Service,Business,Course,Other,12,8,0,Yes,Yes,No,No,Yes,No,No,Yes,Neutral,4,5,Low,High,Good,7,11,8,11,No
School C,Female,18,Suburban,8,Together,None,Primary,Education,Healthcare,Course,Mother,31,3,0,No,Yes,Yes,No,No,No,No,No,Very Bad,1,3,Low,None,Good,2,11,18,14,No
School B,Female,15,Rural,6,Together,Primary,Higher,Service,Technology,Course,Other,,,1,No,No,Yes,No,No,Yes,Yes,Yes,Excellent,5,5,Very High,Very High,Good,0,13,,19,No
School B,Other,16,Urban,7,Apart,Secondary,Primary,Unemployed,Technology,Other,Mother,32,3,0,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Very Bad,2,5,High,High,Neutral,0,15,,11,No
School D,Male,17,Suburban,,Apart,None,Primary,Service,Education,Home,Father,1,0,0,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Good,2,1,Medium,High,Neutral,2,17,16,12,No
School D,Female,14,Rural,8,Apart,None,None,Service,Service,Other,Mother,,12,0,No,Yes,Yes,Yes,No,Yes,Yes,No,Neutral,1,4,Very High,Very High,Neutral,1,16,7,15,No
School A,Other,17,Suburban,2,Apart,Secondary,None,Healthcare,Technology,Other,Father,5,6,0,No,No,No,Yes,No,Yes,Yes,Yes,Excellent,2,4,High,Medium,Bad,1,13,17,6,No
School C,Other,14,Rural,7,Together,Primary,None,Service,Business,Home,Mother,8,1,0,Yes,Yes,No,No,Yes,No,No,No,Neutral,3,5,High,Low,Very Bad,1,15,9,16,No
School D,Female,17,Urban,5,Apart,None,Primary,Unemployed,Business,Home,Other,1,4,0,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Good,4,1,Medium,None,Very Bad,3,11,,19,No
School A,Female,15,Rural,5,Apart,Higher,Higher,Service,Unemployed,Home,Other,4,1,0,No,Yes,No,Yes,No,Yes,Yes,Yes,Excellent,5,3,High,High,Very Bad,0,17,10,16,No
School D,Male,16,Urban,4,Together,None,None,Healthcare,Service,Course,Other,5,4,0,Yes,No,No,No,Yes,Yes,No,No,Good,2,3,Very High,Low,Excellent,3,16,10,14,No
School D,Other,16,Rural,2,Together,None,Secondary,Education,Service,Home,Father,50,1,3,Yes,Yes,No,No,No,No,No,No,Bad,2,5,None,Medium,Very Bad,1,17,19,14,No
School B,Male,14,Urban,5,Apart,Higher,None,Unemployed,Education,Reputation,Other,6,4,0,Yes,Yes,Yes,No,Yes,No,Yes,No,Excellent,2,5,Very High,High,Excellent,3,17,,13,No
School D,Other,11,Urban,2,Together,None,Higher,Unemployed,Healthcare,Course,Mother,14,4,0,Yes,Yes,No,Yes,Yes,No,Yes,No,Very Bad,3,3,Very High,Low,Good,20,18,16,18,No
School A,Female,17,Urban,1,Together,Higher,None,Technology,Education,Reputation,Father,1,0,0,Yes,No,No,No,Yes,No,No,Yes,Very Bad,1,4,High,High,Good,0,14,12,13,No
School B,Male,15,Urban,2,Together,Secondary,Primary,Technology,Service,Home,Mother,80,7,0,No,No,Yes,Yes,Yes,No,Yes,Yes,Very Bad,5,1,None,Medium,Bad,1,9,13,11,No
School B,Male,16,Urban,1,Apart,Primary,Primary,Unemployed,Service,Home,Other,,3,1,Yes,Yes,Yes,No,Yes,Yes,No,No,Good,3,4,Low,None,Neutral,3,9,16,15,No
